Depth_from_(m),Depth_to_(m),Kaolin_(System_SWIR),White-Mica_(System_SWIR),Smectite_(System_SWIR),Other-AlOH_(System_SWIR),Chlorite_(System_SWIR),Dark-Mica_(System_SWIR),Amphibole_(System_SWIR),Serpentine_(System_SWIR),Other-MgOH_(System_SWIR),Epidote_(System_SWIR),Tourmaline_(System_SWIR),Carbonate_(System_SWIR),Sulphate_(System_SWIR),Invalid_(System_SWIR),VIS-SWIR_Albedo,900D_Fe,900W_Fe,1900D_Water_Fe,2200D_AlOH,2200W_AlOH,2250D_FeOH,2250W_FeOH,Misc-Silicate_(System_TIR),Silica_(System_TIR),K-Feldspar_(System_TIR),Plagioclase_(System_TIR),Garnet_(System_TIR),Pyroxene_(System_TIR),Olivine_(System_TIR),Zeolite_(System_TIR),Kaolin_(System_TIR),White-Mica_(System_TIR),Smectite_(System_TIR),Other-AlOH_(System_TIR),Chlorite_(System_TIR),Dark-Mica_(System_TIR),Amphibole_(System_TIR),Serpentine_(System_TIR),Other-MgOH_(System_TIR),Epidote_(System_TIR),Tourmaline_(System_TIR),Carbonate_(System_TIR),Sulphate_(System_TIR),Phosphate_(System_TIR),Oxide_(System_TIR),INVALID_(System_TIR),8625D_Quartz,11300D_Carbonate,11300W_Carbonate
35.0,36.0,0.0015732,N.A.,0.0072712,0.013658,0.7480355,0.015883,0.0122616,0.0028529,N.A.,0.0181205,0.0149123,0.1515137,0.001924,0.0119936,0.1192443,0.0532117,961.83502,0.0240253,0.0084162,2181.6447,0.0209698,2253.3225,N.A.,0.0008377,N.A.,0.6761266,0.0018089,0.1491154,N.A.,N.A.,N.A.,N.A.,N.A.,0.0053197,0.1376776,0.0029484,0.0015574,0.0236588,N.A.,N.A.,N.A.,0.0002866,0.0006625,N.A.,N.A.,N.A.,0.0257308,0.0075575,11456.903
36.0,37.0,0.0030986,0.003168,0.0112577,0.0055551,0.8399334,0.0086656,0.0079932,0.0024095,N.A.,0.0526335,N.A.,0.0542687,N.A.,0.011016100000000001,0.111535,0.0512672,973.99829,0.0272951,0.0086401,2186.4118,0.0212303,2253.1337,N.A.,N.A.,N.A.,0.6660114,0.0011862,0.135924,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1692187,0.0033772,0.0015775,0.0200132,N.A.,N.A.,N.A.,0.0026914,N.A.,N.A.,N.A.,N.A.,0.025084,0.0095169,11453.701
37.0,38.0,N.A.,N.A.,0.0013859,N.A.,0.817185,0.0135755,0.0082612,0.0028416,N.A.,0.0325511,0.0020029,0.1221965,N.A.,N.A.,0.1157485,0.0349922,945.56744,0.0281271,0.0067295,2189.3029,0.0352825,2252.3017,N.A.,0.0371039,0.0036098,0.6091796,N.A.,0.0998782,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2296361,N.A.,0.0015452,0.0053052,N.A.,N.A.,N.A.,0.0137417,N.A.,N.A.,N.A.,N.A.,0.036442,0.0086211,11432.027
38.0,39.0,N.A.,N.A.,N.A.,0.00274,0.753739,0.0498435,0.0062672,0.0050987,N.A.,0.010852,N.A.,0.1714594,N.A.,N.A.,0.1316757,0.0439287,911.13708,0.0435611,0.0062689,2197.778,0.0522352,2252.2861,N.A.,0.3800465,0.0075394,0.3600449,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1780713,N.A.,N.A.,0.0026563,N.A.,N.A.,N.A.,0.0716414,N.A.,N.A.,N.A.,N.A.,0.1295644,0.0180012,11377.672
39.0,40.0,N.A.,N.A.,N.A.,0.0026952,0.806919,0.0350909,0.0013922,N.A.,N.A.,0.0103269,N.A.,0.1435756,N.A.,N.A.,0.1085622,0.0365795,907.61926,0.0421147,0.005418,2198.3591,0.0562104,2251.3278,N.A.,0.2451039,N.A.,0.4093541,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3256354,N.A.,0.0014147,N.A.,N.A.,N.A.,N.A.,0.0184917,N.A.,N.A.,N.A.,N.A.,0.090992,0.0072121,11426.744
40.0,41.0,N.A.,N.A.,0.0302574,0.0029805,0.726099,0.0530405,0.0045309,0.0083319,N.A.,0.0251757,N.A.,0.1495838,N.A.,N.A.,0.0943657,0.0457639,909.55078,0.0645751,0.0067456,2204.9199,0.0546833,2249.3405,N.A.,0.1321903,0.0096205,0.3062096,N.A.,0.0012103,N.A.,N.A.,N.A.,N.A.,0.0220054,N.A.,0.374447,0.0377587,N.A.,0.008406,N.A.,N.A.,N.A.,0.1081516,N.A.,N.A.,N.A.,N.A.,0.068929,0.0103768,11363.293
41.0,42.0,N.A.,N.A.,N.A.,N.A.,0.805648,0.0431965,0.0063371,0.0032045,N.A.,0.0610495,N.A.,0.0805641,N.A.,N.A.,0.1036569,0.0428884,920.02618,0.0526166,0.006143,2197.5908,0.0485654,2251.1315,N.A.,0.2254297,0.0147561,0.4204556,N.A.,0.0065129,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2832073,0.0333171,0.0028328,0.0031597,N.A.,0.0016035,N.A.,0.0087247,N.A.,N.A.,N.A.,N.A.,0.0837602,0.0063874,11415.696
42.0,43.0,N.A.,N.A.,0.0016218,0.0072036,0.5335292,0.0284076,0.0167693,N.A.,N.A.,0.023523,N.A.,0.2166286,0.0021318,0.1701847,0.0945063,0.037818,921.81445,0.0322329,0.0094351,2187.0166,0.0320401,2252.1147,N.A.,0.1626193,0.0082289,0.3615879,N.A.,0.0146139,0.0008265,N.A.,N.A.,0.0014051,N.A.,N.A.,0.2180337,0.0143185,0.0313161,0.0015731,0.001092,N.A.,N.A.,0.1837294,N.A.,0.0006551,N.A.,N.A.,0.0759421,0.0311172,11424.207
43.0,44.0,N.A.,0.0059015,N.A.,0.0107526,0.0626233,N.A.,N.A.,N.A.,N.A.,0.00846,N.A.,0.0412945,N.A.,0.8709677,0.0599535,0.0625195,906.80004,0.009622,0.0198946,2188.2114,0.0135348,2254.2443,N.A.,0.5142542,0.0304577,0.0023736,N.A.,0.0169024,N.A.,N.A.,N.A.,0.0238996,0.0348079,0.0146966,0.1942566,N.A.,0.0836244,N.A.,0.0075251,0.0141431,N.A.,0.0563505,0.0067076,N.A.,N.A.,N.A.,0.2036053,0.0078684,11408.858
44.0,45.0,N.A.,N.A.,N.A.,N.A.,0.010989,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0056503,N.A.,0.9833605,0.0599637,0.0995882,913.4458,0.0139354,0.0261385,2180.2439,0.0168791,2256.448,N.A.,0.5287676,0.0040565,N.A.,N.A.,0.0023943,N.A.,N.A.,N.A.,0.0040718,N.A.,0.029685,0.2172868,0.011078,0.1239632,0.0023383,0.0142127,N.A.,N.A.,0.0563116,0.0058337,N.A.,N.A.,N.A.,0.220136,0.0052662,11409.11
45.0,46.0,N.A.,N.A.,N.A.,0.0041633,0.0064389,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0784666,N.A.,0.9109309,0.0690279,0.0766777,910.01837,0.0145007,0.024613,2180.2846,0.0134748,2255.5229,N.A.,0.5174982,0.0079501,0.017991,N.A.,0.0370983,N.A.,N.A.,N.A.,0.0052879,0.0015041,0.0395433,0.0827765,0.001605,0.1096925,N.A.,N.A.,0.0268896,N.A.,0.1184672,0.0336958,N.A.,N.A.,N.A.,0.2166776,0.0071923,11401.613
46.0,47.0,0.0019314,N.A.,0.0703426,N.A.,0.0436717,N.A.,N.A.,N.A.,N.A.,0.0061321,N.A.,0.0475648,N.A.,0.8303571,0.080456,0.091586,906.66497,0.0233516,0.0249712,2187.572,0.0146149,2255.6506,N.A.,0.4190515,N.A.,0.008157,N.A.,N.A.,N.A.,N.A.,0.0027443,0.0066435,0.106851,0.0184019,0.1304508,0.0521041,0.0614659,N.A.,0.0181483,0.0074561,N.A.,0.1629457,0.0055792,N.A.,N.A.,N.A.,0.1752414,0.0122631,11412.945
47.0,48.0,N.A.,0.0413003,0.0323874,0.0025612,0.0555077,0.00472,N.A.,N.A.,N.A.,0.0120674,0.0070342,0.3277863,N.A.,0.516635,0.1286412,0.0608024,901.17627,0.0155138,0.0188157,2195.9226,0.0099959,2255.7771,N.A.,0.3245259,0.0022906,0.0046546,N.A.,N.A.,N.A.,N.A.,N.A.,0.0182284,0.0328989,N.A.,0.0684146,0.0018923,0.0181181,N.A.,0.0334492,0.0015543,N.A.,0.4939726,N.A.,N.A.,N.A.,N.A.,0.1276036,0.0392362,11396.081
48.0,49.0,N.A.,N.A.,0.0114942,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.9885057,0.0750844,0.090934,894.32263,0.0268399,0.0224814,2195.3247,0.0095351,2255.6325,N.A.,0.4493625,N.A.,0.0023967,N.A.,N.A.,N.A.,N.A.,0.0312903,0.0297375,0.0838154,N.A.,0.2554687,0.044453,N.A.,N.A.,0.0705552,N.A.,N.A.,0.0286098,0.0043103,N.A.,N.A.,N.A.,0.1936537,0.0036586,11438.674
49.0,50.0,0.0073271,0.003506,0.1707299,0.0089831,0.3275798,N.A.,N.A.,N.A.,N.A.,0.008315,N.A.,0.0132733,0.0026584,0.4576271,0.1188633,0.1293352,903.86785,0.0827439,0.0134665,2201.5544,0.0152733,2249.1731,N.A.,0.6352983,N.A.,0.0063428,N.A.,N.A.,N.A.,N.A.,0.0010182,0.0121823,0.1980709,0.0030003,0.0934583,0.0087465,0.0090261,N.A.,0.0064998,0.0026682,N.A.,0.0236876,N.A.,N.A.,N.A.,N.A.,0.1784904,0.0013301,11467.174
50.0,51.0,0.0055458,N.A.,0.386116,N.A.,0.187353,N.A.,N.A.,N.A.,N.A.,0.0026372,N.A.,0.0412987,N.A.,0.3770491,0.1318331,0.1215179,906.88439,0.082241,0.0091412,2196.3945,0.0079594,2251.1333,N.A.,0.426006,0.012519,0.0164548,N.A.,0.0160598,N.A.,N.A.,0.0138284,0.0055646,0.3263852,0.0017704,0.1070312,0.0104787,0.0023758,N.A.,N.A.,N.A.,N.A.,0.0251146,0.0044156,N.A.,0.0186618,0.0133333,0.1349066,0.0013034,11488.946
51.0,52.0,0.0039184,N.A.,0.3038009,N.A.,0.2509267,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0597748,N.A.,0.3815789,0.1434841,0.1031825,905.52374,0.072289,0.0265057,2200.2138,0.0080569,2251.1945,N.A.,0.6095937,N.A.,0.0096318,N.A.,N.A.,N.A.,N.A.,0.004303,N.A.,0.2536149,0.0015019,0.0592997,N.A.,0.0014266,N.A.,N.A.,N.A.,N.A.,0.0455224,0.0008858,N.A.,0.0142196,N.A.,0.1418994,0.0012809,11514.054
52.0,53.0,0.115215,0.0564431,0.1763037,N.A.,0.4527545,0.0029413,N.A.,N.A.,N.A.,0.00475,N.A.,0.0739449,N.A.,0.117647,0.1849081,0.0964534,903.61438,0.0992248,0.0571698,2203.9519,0.021214,2246.9018,N.A.,0.3600565,N.A.,0.0047165,N.A.,N.A.,N.A.,N.A.,0.0637307,0.0522883,0.1201371,N.A.,0.2356643,0.0109232,N.A.,N.A.,N.A.,N.A.,N.A.,0.1100384,N.A.,N.A.,0.0424444,N.A.,0.1343464,0.0011581,11595.911
53.0,54.0,0.0624716,0.0574289,0.2535184,0.0197011,0.4196994,N.A.,N.A.,N.A.,N.A.,N.A.,0.0179322,0.1292479,N.A.,0.0399999,0.2158818,0.0945705,907.48718,0.0866191,0.0545686,2205.7363,0.0159541,2247.0073,N.A.,0.5173296,N.A.,0.0153813,N.A.,N.A.,N.A.,N.A.,0.0832903,0.0311447,0.1677266,N.A.,0.1851271,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.124237,0.0011139,11471.518
54.0,55.0,0.0186635,0.1001197,0.4620613,N.A.,0.0940027,0.0051307,N.A.,N.A.,N.A.,N.A.,0.0207348,0.2839025,N.A.,0.0153846,0.2558085,0.1140268,899.76055,0.0987859,0.0949692,2206.2597,0.0098543,2249.4929,N.A.,0.3132049,N.A.,0.0096766,N.A.,N.A.,N.A.,N.A.,N.A.,0.1465579,0.4539382,N.A.,0.0393564,0.0066279,N.A.,N.A.,N.A.,N.A.,N.A.,0.0306378,N.A.,N.A.,N.A.,N.A.,0.1295826,0.0011764,11595.408
55.0,56.0,0.0335457,0.3631095,0.2085517,N.A.,0.1982485,N.A.,0.0027474,N.A.,N.A.,N.A.,0.0130925,0.1702877,N.A.,0.0104166,0.2124197,0.1043059,902.72497,0.0924935,0.112637,2206.7536,0.0145764,2252.1179,N.A.,0.4447791,N.A.,0.0148403,N.A.,N.A.,N.A.,N.A.,N.A.,0.3264459,0.1257887,N.A.,0.0732437,N.A.,0.0010201,N.A.,N.A.,N.A.,N.A.,0.0138819,N.A.,N.A.,N.A.,N.A.,0.1606926,0.001199,11512.775
56.0,57.0,0.3027321,0.4816299,0.0664412,N.A.,0.0956719,N.A.,N.A.,N.A.,N.A.,0.0015759,0.0045558,0.0473929,N.A.,N.A.,0.2457196,0.1132619,900.48828,0.0976264,0.1498545,2206.0632,0.0068148,2253.4213,N.A.,0.4252481,N.A.,0.0163123,N.A.,N.A.,N.A.,N.A.,0.0416405,0.3244477,0.1086787,N.A.,0.0758717,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0071502,N.A.,N.A.,0.0006505,N.A.,0.1536105,0.0011194,11468.998
57.0,58.0,0.1950261,0.635026,0.0334482,N.A.,0.0926681,N.A.,N.A.,N.A.,N.A.,0.0019406,0.0067935,0.0350972,N.A.,N.A.,0.2046123,0.0924339,901.58844,0.0893943,0.1604047,2205.9755,0.0068798,2253.9069,N.A.,0.423361,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0225414,0.4562166,0.0347759,N.A.,0.0588209,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0042839,N.A.,N.A.,N.A.,N.A.,0.1786131,0.0012385,11527.985
58.0,59.0,0.0361366,0.4395783,0.1058601,N.A.,0.3136213,0.004824,N.A.,N.A.,N.A.,N.A.,0.0088632,0.0672114,0.0026281,0.0212765,0.1709497,0.0980435,903.7547,0.0933423,0.1173107,2206.5952,0.021654,2252.8574,N.A.,0.3311744,N.A.,0.0070264,N.A.,N.A.,N.A.,N.A.,0.0284432,0.3121713,0.1155161,N.A.,0.1912695,0.0099236,N.A.,N.A.,N.A.,0.0015374,N.A.,0.0029376,N.A.,N.A.,N.A.,N.A.,0.1555779,0.0012694,11451.618
59.0,60.0,0.0842724,0.2500476,0.1841428,N.A.,0.2466779,0.0091751,N.A.,N.A.,N.A.,N.A.,0.0710543,0.142928,0.0117014,N.A.,0.1704368,0.0930594,906.18493,0.0759276,0.0944227,2205.7602,0.0197833,2251.5407,N.A.,0.6090624,N.A.,0.053238,N.A.,N.A.,N.A.,N.A.,0.0244498,0.049497,0.1540812,N.A.,0.0820534,0.0137593,N.A.,N.A.,N.A.,N.A.,N.A.,0.0138585,N.A.,N.A.,N.A.,N.A.,0.1274962,0.0011068,11509.546
60.0,61.0,0.061407,0.1598896,0.0902068,N.A.,0.6556969,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0166705,N.A.,0.016129,0.1819596,0.094677,903.66247,0.1013762,0.0662643,2205.7871,0.0491118,2250.7871,N.A.,0.3067471,N.A.,0.0134851,N.A.,N.A.,N.A.,N.A.,0.0388073,0.1084834,0.0458503,N.A.,0.4813037,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0053228,N.A.,N.A.,N.A.,N.A.,0.1262687,0.0012093,11527.959
61.0,62.0,0.123362,0.2862997,0.0803401,N.A.,0.4222135,0.0149346,N.A.,N.A.,N.A.,N.A.,0.0160925,0.0567573,N.A.,N.A.,0.1996418,0.1039059,902.32055,0.0995881,0.0949937,2205.9133,0.0312121,2250.8342,N.A.,0.3571292,0.0053221,0.0045115,N.A.,N.A.,N.A.,N.A.,0.0130383,0.1441139,0.0783646,N.A.,0.3850546,0.0124655,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1284159,0.0012703,11470.502
62.0,63.0,0.0466708,0.2582226,0.2665822,N.A.,0.1989579,N.A.,N.A.,N.A.,N.A.,0.0024001,0.0490194,0.1371431,0.0092574,0.031746,0.2204406,0.1063584,904.95031,0.08514,0.1006812,2206.8742,0.0113386,2249.7407,N.A.,0.4523435,0.0071637,0.0042974,N.A.,N.A.,N.A.,N.A.,0.0051765,0.2446198,0.1638229,N.A.,0.0948463,N.A.,N.A.,N.A.,0.0019873,N.A.,N.A.,0.0171895,N.A.,N.A.,0.0085526,N.A.,0.147251,0.0014899,11466.165
63.0,64.0,N.A.,0.4477885,0.0809933,N.A.,0.3825319,N.A.,N.A.,N.A.,N.A.,0.0034912,N.A.,0.066327,N.A.,0.0188679,0.1987118,0.0843783,904.57116,0.0781037,0.1094404,2208.5612,0.019633,2251.3422,N.A.,0.3695207,N.A.,0.0083177,N.A.,N.A.,N.A.,N.A.,N.A.,0.3971122,0.0510389,N.A.,0.1579819,0.0096411,N.A.,N.A.,N.A.,N.A.,N.A.,0.0063871,N.A.,N.A.,N.A.,N.A.,0.1637309,0.0013066,11519.838
64.0,65.0,N.A.,0.097891,0.0258144,N.A.,0.1259256,N.A.,N.A.,N.A.,N.A.,N.A.,0.0066835,0.0513776,N.A.,0.6923077,0.0933996,0.0843947,905.755,0.0284237,0.0554384,2205.343,0.0169844,2252.8095,N.A.,0.609635,0.0097994,0.0091921,N.A.,0.0030223,N.A.,N.A.,N.A.,0.0367248,0.017158,0.0056071,0.1446462,0.0046418,0.010784,N.A.,0.0340219,N.A.,N.A.,0.1051078,0.0077137,N.A.,0.0019453,N.A.,0.2309702,0.0089318,11418.797
65.0,66.0,N.A.,0.0506671,0.0175784,0.0053534,0.3598171,0.0024042,0.0029604,N.A.,N.A.,0.0043921,0.0020557,0.225029,0.0018846,0.3278573,0.1209297,0.0726954,906.71856,0.0225321,0.0271633,2190.5156,0.0257111,2254.2373,N.A.,0.3637329,0.0020111,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.046609,0.0121951,0.0178942,0.1037168,0.0168629,0.0091543,N.A.,0.0066111,N.A.,N.A.,0.4201027,0.0011095,N.A.,N.A.,N.A.,0.1385648,0.0433161,11389.539
66.0,67.0,N.A.,0.1515373,0.0272053,0.004001,0.4017036,N.A.,N.A.,N.A.,N.A.,N.A.,0.0041404,0.1614121,N.A.,0.25,0.1627438,0.0585357,903.07739,0.0269848,0.0377309,2202.4196,0.0427131,2252.9775,N.A.,0.3311448,0.0013005,0.0022038,N.A.,N.A.,N.A.,N.A.,N.A.,0.0766088,0.0014715,0.0041044,0.2516685,N.A.,0.0031503,N.A.,N.A.,0.001704,N.A.,0.3252748,0.0013681,N.A.,N.A.,N.A.,0.1393409,0.0224709,11372.982
67.0,68.0,N.A.,0.0957373,0.1104428,0.0020807,0.0513568,N.A.,0.0050898,N.A.,N.A.,0.0025498,0.0043434,0.3612114,N.A.,0.3671875,0.2217341,0.0548956,906.1242,0.0247999,0.0247928,2199.6379,0.0093448,2253.3728,N.A.,0.3304806,N.A.,0.0011859,N.A.,N.A.,N.A.,N.A.,N.A.,0.0044644,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.6638688,N.A.,N.A.,N.A.,N.A.,0.1244722,0.0492526,11394.118
68.0,69.0,N.A.,N.A.,0.0024292,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.006871,0.0044164,0.1005108,0.0015967,0.8841756,0.1376469,N.A.,N.A.,0.008577,0.0185304,2185.4013,0.0094924,2253.434,N.A.,0.3472436,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0014756,N.A.,N.A.,0.6512807,N.A.,N.A.,N.A.,N.A.,0.1323223,0.0484103,11404.412
69.0,70.0,N.A.,0.0035366,N.A.,0.0042679,N.A.,N.A.,N.A.,N.A.,N.A.,0.0088498,0.004355,0.0564814,N.A.,0.9225089,0.1314542,N.A.,N.A.,0.0085459,0.020874,2190.0705,0.0115878,2253.5935,N.A.,0.3301753,0.0034789,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0092944,N.A.,N.A.,0.0021898,0.0043642,N.A.,N.A.,N.A.,N.A.,N.A.,0.650497,N.A.,N.A.,N.A.,N.A.,0.1257525,0.0498536,11400.634
70.0,71.0,0.0077113,0.0599503,0.0039291,0.0092376,0.1079064,0.0138889,0.0061142,N.A.,N.A.,0.010043,0.0037709,0.2517811,0.001857,0.5238095,0.1272461,N.A.,N.A.,0.0114765,0.0250662,2189.8142,0.0171994,2254.1416,N.A.,0.2802397,0.0038152,0.0080484,N.A.,0.0016584,N.A.,N.A.,0.0058896,0.0333445,0.0015579,N.A.,0.062142,0.0017338,N.A.,N.A.,0.015562,N.A.,N.A.,0.5860078,N.A.,N.A.,N.A.,N.A.,0.1246677,0.0444421,11397.668
71.0,72.0,0.0022845,0.0060688,N.A.,0.0048699,N.A.,N.A.,N.A.,N.A.,N.A.,0.0035463,0.0013273,0.4192823,0.0017568,0.5608636,0.1658628,N.A.,N.A.,0.0072633,0.0148448,2178.7795,0.0070344,2256.5842,N.A.,0.3114971,N.A.,0.0017168,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.686786,N.A.,N.A.,N.A.,N.A.,0.1002856,0.0454319,11393.375
72.0,73.0,0.0060518,0.0029841,0.0016194,0.0034522,0.2456559,0.0046509,0.0044165,N.A.,N.A.,0.0149391,0.0127978,0.3033645,0.0023262,0.39774079999999995,0.1234164,N.A.,N.A.,0.0084794,0.0131584,2182.0835,0.020613,2251.6484,N.A.,0.4183633,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1910158,0.0043167,0.001154,N.A.,N.A.,0.0100367,N.A.,0.3751133,N.A.,N.A.,N.A.,N.A.,0.139265,0.0313047,11393.632
73.0,74.0,0.0019519,0.0600874,0.0090003,0.0142098,0.2875309,0.0111474,0.0026045,0.004505,N.A.,0.0059964,N.A.,0.2696324,N.A.,0.3333333,0.1075907,0.0456684,894.54162,0.0127698,0.0217012,2182.3994,0.0285778,2249.1044,N.A.,0.3899446,0.0032938,0.0018197,N.A.,N.A.,N.A.,N.A.,N.A.,0.057721,0.0152546,N.A.,0.2102157,0.0153628,0.005918,0.0018293,N.A.,0.0010363,N.A.,0.2971676,0.0004361,N.A.,N.A.,N.A.,0.1452357,0.0346204,11392.834
74.0,75.0,0.0026748,0.0014047,0.0056161,0.0148642,0.2647353,0.0125701,N.A.,N.A.,N.A.,0.0159134,0.0015644,0.3093608,N.A.,0.3712956,0.1084915,N.A.,N.A.,0.0074684,0.0112937,2175.8569,0.0188802,2249.9143,N.A.,0.4121869,N.A.,0.0007652,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0027662,0.0019425,0.133017,0.007587,N.A.,N.A.,N.A.,0.0012696,N.A.,0.4390033,N.A.,N.A.,0.0014619,N.A.,0.1539738,0.0374176,11397.446
75.0,76.0,0.0054136,N.A.,0.018768,N.A.,0.0740789,0.0046063,0.0045594,N.A.,N.A.,0.0083328,0.0043186,0.252395,0.0061676,0.6213592,0.1222621,N.A.,N.A.,0.0058134,0.0124224,2175.3488,0.0109474,2249.6352,N.A.,0.2903507,0.0037084,0.004458,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0028119,0.0042193,0.0116026,N.A.,0.0040704,N.A.,N.A.,N.A.,N.A.,0.6787784,N.A.,N.A.,N.A.,N.A.,0.1152716,0.0552744,11394.345
76.0,77.0,0.0024122,N.A.,0.0118512,0.0117463,0.086861,0.0020934,0.0203472,N.A.,N.A.,N.A.,N.A.,0.6800222,N.A.,0.1846661,0.1512406,N.A.,N.A.,0.0050385,0.0112951,2173.5327,0.0082911,2251.4465,N.A.,0.2286206,0.0058194,0.0057464,N.A.,0.0007461,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0384675,N.A.,0.0023248,N.A.,0.0008358,N.A.,N.A.,0.7174391,N.A.,N.A.,N.A.,N.A.,0.0818954,0.0577629,11393.207
77.0,78.0,0.0047828,N.A.,0.0134817,0.0065109,0.0069189,N.A.,N.A.,N.A.,N.A.,0.0041818,N.A.,0.6065556,0.0015671,0.35600069999999995,0.166095,N.A.,N.A.,0.0055171,0.0108333,2170.7002,0.0052312,2253.0502,N.A.,0.2606357,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.7393642,N.A.,N.A.,N.A.,N.A.,0.0803545,0.0516326,11404.692
78.0,79.0,N.A.,0.0077199,0.0170536,0.0116623,0.051192,0.0174977,N.A.,N.A.,N.A.,0.0101206,0.0390893,0.3565165,0.0018694,0.4872782,0.1280774,N.A.,N.A.,0.006449,0.014626,2186.3061,0.0122903,2252.6306,N.A.,0.4075529,0.0030852,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0063093,0.0157107,N.A.,0.0030849,N.A.,0.0095636,N.A.,N.A.,0.5510339,0.003659,N.A.,N.A.,N.A.,0.1532224,0.0428751,11396.453
79.0,80.0,N.A.,0.0093829,0.0059494,0.0099026,0.0074675,0.0028793,N.A.,N.A.,N.A.,N.A.,N.A.,0.274827,N.A.,0.689591,0.1239987,N.A.,N.A.,0.0068914,0.016269,2190.5942,0.0084148,2253.4594,N.A.,0.3150953,0.0124805,0.0035799,N.A.,0.00137,N.A.,N.A.,N.A.,0.0028296,N.A.,N.A.,N.A.,0.0019788,N.A.,N.A.,N.A.,N.A.,N.A.,0.6597137,0.0029518,N.A.,N.A.,N.A.,0.1163,0.055282,11398.654
80.0,81.0,N.A.,0.0289917,0.0113243,0.0025576,0.1034023,0.0095818,N.A.,N.A.,N.A.,0.0101961,0.0023917,0.2667393,N.A.,0.5648148,0.1262197,N.A.,N.A.,0.006783,0.0139456,2182.7756,0.0119103,2254.4531,N.A.,0.4072521,N.A.,0.0118201,N.A.,N.A.,N.A.,N.A.,N.A.,0.0290266,N.A.,0.0071215,0.0985026,0.0077622,0.0184102,0.0026155,0.0010308,N.A.,N.A.,0.4159067,0.0005512,N.A.,N.A.,N.A.,0.1413535,0.0281916,11403.158
81.0,82.0,0.0012751,0.1590343,0.025719,N.A.,0.7207453,0.0037361,N.A.,N.A.,N.A.,N.A.,0.0022112,0.0524825,N.A.,0.0347961,0.1208805,0.0732915,896.51489,0.0209855,0.031924,2205.8872,0.0749501,2252.7341,N.A.,0.3440618,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0633151,N.A.,0.0052367,0.3934926,0.0018986,N.A.,N.A.,0.004946,N.A.,N.A.,0.1870487,N.A.,N.A.,N.A.,N.A.,0.1473173,0.0137864,11402.839
82.0,83.0,N.A.,0.0431064,0.0104134,0.0014234,0.3187987,0.0036333,0.0020893,N.A.,N.A.,N.A.,N.A.,0.0591315,N.A.,0.5614035,0.1084312,0.0529195,897.28228,0.0155314,0.021565,2189.1516,0.0407794,2252.0336,N.A.,0.4884369,N.A.,N.A.,N.A.,0.0012217,N.A.,N.A.,N.A.,N.A.,N.A.,0.0199247,0.2135621,0.0017898,0.0382711,N.A.,N.A.,N.A.,N.A.,0.2334464,0.0033469,N.A.,N.A.,N.A.,0.1766811,0.0316551,11413.198
